cliente_id,prob_churn_log,prob_churn_rf,alerta_log,alerta_rf
16033,0.8643442369158582,0.661509399307009,1,1
10303,0.7475813954759126,0.6614321403343673,1,1
10292,0.7091605222170405,0.660980607961412,1,1
19669,0.6943165198470294,0.6607644531813962,1,1
9383,0.8574627377989316,0.6597921281104492,1,1
3022,0.6540273958562938,0.6595447259852162,1,1
26237,0.8276318299695178,0.6591995610611321,1,1
6628,0.8294875550044526,0.6589706226572197,1,1
30800,0.8153534838451041,0.658167065076259,1,1
18032,0.7422942772220559,0.6577589396948897,1,1
20929,0.6258951078974221,0.6576274717344546,1,1
13658,0.6985183489755025,0.6575997995230384,1,1
6391,0.7631853319089424,0.6575727418213415,1,1
25199,0.8262846900200699,0.657341123370296,1,1
9639,0.7480367113874842,0.657148334047926,1,1
12132,0.7191523129844233,0.657111854352965,1,1
28702,0.8674657639137141,0.6569284472494462,1,1
1079,0.6152504116233001,0.6567976517608827,1,1
25439,0.6645527676245175,0.6566767872379355,1,1
1229,0.7153117443892215,0.6564437369772469,1,1
5275,0.8508079904475082,0.6562387553822934,1,1
24745,0.8746495226708181,0.6560506961997246,1,1
23209,0.7681544545708461,0.6556338941134525,1,1
26300,0.7932265290995671,0.6555634156837725,1,1
10480,0.8262606779005671,0.6552942338575383,1,1
29647,0.6664723711155003,0.6550329094501547,1,1
23772,0.7010612912531706,0.654950368422746,1,1
11021,0.779183581784561,0.6549229444347094,1,1
10189,0.8078976441185794,0.6547545108415797,1,1
25086,0.7727904472942249,0.6547451637414484,1,1
2581,0.824342753494526,0.6546736893835591,1,1
20212,0.8602383173928949,0.6545286442491509,1,1
18282,0.831473681645212,0.6543992583907238,1,1
16675,0.6576967273296385,0.6538072909385751,1,1
30685,0.6402890077247113,0.6534553014833817,1,1
436,0.7049132090423579,0.6533340636866899,1,1
18552,0.64662428320331,0.6531756047246678,1,1
23114,0.7499307441426966,0.6530274485332689,1,1
5357,0.7317211847200829,0.6528292602607517,1,1
23740,0.8381819827465112,0.6527113631203725,1,1
29927,0.7620070806138489,0.652312218597122,1,1
23213,0.8489091258924937,0.65205365250937,1,1
6290,0.6413470412906245,0.6519904842975882,1,1
6,0.629373531566836,0.6515068404418277,1,1
5937,0.787708863319596,0.6512374682737564,1,1
11577,0.68962903883889,0.651180814713295,1,1
4297,0.6123273758786032,0.6510500524650027,1,1
26805,0.7601718240435903,0.6509687698542037,1,1
71,0.6586777012630326,0.6509209016914445,1,1
10665,0.7891370786021676,0.6507593329732809,1,1
22174,0.8411914148684323,0.6506090908994651,1,1
9879,0.7433058687493681,0.6504218968788383,1,1
28388,0.7827972726627431,0.6501195280704961,1,1
6771,0.7050517604180803,0.6500116690173872,1,1
26885,0.806640853072606,0.6498821717195554,1,1
7636,0.7466432789812668,0.6496768946025017,1,1
25160,0.5737262641562226,0.6494818412724364,1,1
13365,0.9277350029148564,0.6488944756815194,1,1
19213,0.7656600045418975,0.6487162227123566,1,1
7713,0.8760395996138413,0.6486899336595429,1,1
4193,0.7034780934916012,0.6486278762598107,1,1
4638,0.7585769250686335,0.6484858649464796,1,1
14671,0.6608121368243193,0.6484144814054988,1,1
4348,0.6515195280534866,0.6482493693622385,1,1
16189,0.7139961192422575,0.6481703993603616,1,1
8262,0.6856843570268989,0.6481617953131529,1,1
4966,0.6507023861189098,0.6481560758385322,1,1
18525,0.6851457551548417,0.6481386257346894,1,1
5120,0.5144304301833753,0.648024522237638,1,1
524,0.8563804057844275,0.6479903316296612,1,1
24284,0.775411106516754,0.6479582973710737,1,1
29814,0.6839976118705137,0.6479120349085727,1,1
19567,0.7933043184830224,0.6476233948859906,1,1
9664,0.7230617935108428,0.6474895445750225,1,1
11674,0.7022260291904538,0.6474737899000838,1,1
22642,0.822014314703938,0.6474139282133254,1,1
22556,0.65823812192582,0.6469595411854822,1,1
1028,0.8913936387690072,0.6468232056906096,1,1
28447,0.6427280542855036,0.6467964195187307,1,1
3954,0.741343094434689,0.6466761771973242,1,1
12354,0.7013958520175501,0.6466244087543199,1,1
371,0.6477238426364886,0.6465534382685925,1,1
3173,0.7387064174399733,0.6464929433567487,1,1
5436,0.8243042835350992,0.6463536479810044,1,1
1151,0.7392787655205539,0.6458981192716458,1,1
12325,0.5883385784135389,0.6457882878877803,1,1
15206,0.7057816553922441,0.6457111014068273,1,1
29844,0.7606260886230354,0.6454817217286949,1,1
13126,0.7052376280847528,0.6453169777015093,1,1
19435,0.8481253414885895,0.6453003401396262,1,1
27553,0.8009762679968216,0.6452644673456613,1,1
17546,0.7705761647620587,0.6451767375931712,1,1
6252,0.7415019917775693,0.6451553153305705,1,1
14908,0.5886335233028737,0.6451088414727731,1,1
1067,0.7442010657313567,0.6450906547968448,1,1
28145,0.8040125919438467,0.6450833539821214,1,1
9975,0.8558803672881808,0.6449647890816721,1,1
28585,0.6832834235603892,0.6446217479450554,1,1
26369,0.8476001772955339,0.6441931450565964,1,1
200,0.6215157088396558,0.6439409659899035,1,1
22316,0.7659926326586756,0.6437016029367019,1,1
25496,0.6144764231463485,0.6431074477356821,1,1
8584,0.600982279861589,0.6431043807128787,1,1
5165,0.7885846981134814,0.6430777883096367,1,1
19158,0.6833718759477936,0.6429939436289024,1,1
26690,0.692294081580939,0.642884644515157,1,1
27650,0.7328568990211936,0.6426931168083226,1,1
7435,0.7552895089126342,0.6426220870135279,1,1
21285,0.9393446987304995,0.6426128877364422,1,1
13826,0.8390186585766243,0.6426047699764479,1,1
20905,0.7982090869174148,0.642490512726933,1,1
410,0.7814607709876854,0.6424803316928334,1,1
15961,0.5788419400083984,0.6420253993560701,1,1
9682,0.7193079718147508,0.6420243836333097,1,1
1466,0.7486855503733355,0.6420108759630817,1,1
14569,0.6633764049950093,0.6419223845659155,1,1
2,0.5711065695374837,0.6417043031192549,1,1
14891,0.5993547166406394,0.6413387457026951,1,1
17140,0.6839848843188179,0.6410185273268988,1,1
29655,0.8395248884244102,0.6409261163982286,1,1
12229,0.5243661465178879,0.6407421113903774,1,1
22736,0.8506082852064363,0.6405868839995876,1,1
6190,0.9005084401994046,0.6402698755678158,1,1
34,0.7689748247100694,0.6402021903316749,1,1
5214,0.8093347160938584,0.6398982303329198,1,1
18657,0.7619871401014123,0.6396957491129875,1,1
17267,0.7809090393647387,0.6396181662076215,1,1
5551,0.754986778950734,0.6396056447898966,1,1
7736,0.812911996486247,0.6394957388209247,1,1
14524,0.6986587735777413,0.6388835147066686,1,1
5892,0.7933385919202911,0.6388623123308956,1,1
17337,0.7949656879653891,0.6388484890518317,1,1
26528,0.7850383582437119,0.638800380691157,1,1
6943,0.7266060269698046,0.6387673785457849,1,1
21960,0.6984703672414333,0.6387505866583645,1,1
28729,0.7492817977413019,0.6387030789877622,1,1
3907,0.7816814377431637,0.6386959663326514,1,1
8129,0.7772730120200714,0.6385397265637609,1,1
1724,0.8323756300552093,0.6384866964672651,1,1
19429,0.7107292442027395,0.6384834807126811,1,1
3040,0.7150158422081515,0.6382233148509099,1,1
22168,0.7394401737405437,0.6382224504951315,1,1
30051,0.8463905232588943,0.6379026449997711,1,1
4030,0.7904802822218456,0.6376174923440294,1,1
4995,0.8357218466980234,0.6374729710706495,1,1
23257,0.8240562227961321,0.6373683849228773,1,1
13056,0.5868236796941378,0.6372372501145126,1,1
6154,0.6263979428246388,0.6372196792240559,1,1
11797,0.7223082794954183,0.6369698480321239,1,1
27465,0.8094011365165606,0.636967380723053,1,1
10541,0.64743928617864,0.6366398552986248,1,1
12529,0.6602173910808067,0.6365543230171898,1,1
18003,0.7051162716721078,0.6363412626972533,1,1
21875,0.7960826746802343,0.6362967893734539,1,1
6819,0.7782488944730858,0.6360836140919502,1,1
1699,0.8230606498078604,0.636072962406958,1,1
30433,0.7301359428357338,0.6359433373031175,1,1
21662,0.7793329353338675,0.6358632958887944,1,1
9979,0.853251979216587,0.6358253430623637,1,1
27684,0.7242141155385318,0.6357111033119929,1,1
15040,0.7793451575805594,0.6356542038898438,1,1
11768,0.7582576679262255,0.6355939479774287,1,1
8263,0.7541996227263302,0.6354055879674106,1,1
25193,0.6303218317871866,0.6353969521310783,1,1
10823,0.6927674222994514,0.6351815704557593,1,1
3901,0.7968796947618393,0.6350489236123636,1,1
13814,0.8310322857403555,0.6350134925501236,1,1
7527,0.7652808251036883,0.634834100067361,1,1
21734,0.6982280596973172,0.6347396090516512,1,1
18248,0.6832248751680529,0.6346513165495914,1,1
25543,0.7414285189110087,0.6345819726298217,1,1
4445,0.9011818359912136,0.6345468816592134,1,1
8711,0.8175630213054577,0.6345297147974281,1,1
14956,0.8219712876240304,0.6344586925430618,1,1
6582,0.449373948876721,0.6344549041718882,1,1
4532,0.6638121897333796,0.6341619908841639,1,1
28141,0.905843433492823,0.6341619647756898,1,1
26290,0.8922998183595611,0.6341170314535222,1,1
25296,0.6774422298798108,0.6340442714233849,1,1
18116,0.8494186788524429,0.6339772273981578,1,1
4925,0.8830522807658299,0.6339057877413619,1,1
28737,0.6347494211347617,0.6336819426912186,1,1
18016,0.7664781337844421,0.6336380471464998,1,1
5300,0.5677920293091832,0.6335060499772598,1,1
14181,0.7239445215580792,0.633504120717202,1,1
16335,0.7699025289285125,0.633499870078499,1,1
18227,0.602768556696852,0.6333494124183053,1,1
29627,0.5871189171113635,0.6333002834380738,1,1
29942,0.9077063314409257,0.6331957584028951,1,1
26664,0.6743913396819252,0.6330591079407137,1,1
7751,0.7508236663931915,0.6328012468893792,1,1
173,0.7030713766361631,0.6327197266495924,1,1
3929,0.8628295672370475,0.632687854095908,1,1
9082,0.6820830252868406,0.6326009448304043,1,1
26697,0.5744472335270006,0.6323336797853005,1,1
18864,0.7179606019842549,0.6321295398757039,1,1
4079,0.6522938865105095,0.632058716730916,1,1
957,0.7294863637419525,0.6320000693223313,1,1
7695,0.8119224967384102,0.6319682618414382,1,1
27151,0.7848929841924828,0.6317878723014244,1,1
21190,0.6992502465733912,0.6316100015633486,1,1
8898,0.8196553767971321,0.631558719065534,1,1
29888,0.8037942205660797,0.631533305436942,1,1
5229,0.6941229000817387,0.6313831500377113,1,1
25059,0.6960323837661666,0.6313826674643775,1,1
6498,0.7356196629727443,0.631374662505177,1,1
28240,0.7119076081309831,0.6313297355538954,1,1
527,0.8489888862970568,0.6312431290885349,1,1
564,0.668803783418866,0.6310994517232147,1,1
16968,0.7043546164953167,0.6310675401192513,1,1
27493,0.7268461485683991,0.6309946243579945,1,1
24563,0.6278852248023382,0.630986755697484,1,1
7377,0.7730578815519787,0.6309547112916186,1,1
5193,0.7676676561884155,0.6308977196413557,1,1
16757,0.8079007316793899,0.6307910514001545,1,1
11189,0.7282873742883327,0.6307561484731867,1,1
26879,0.8372906844762695,0.6307354144308088,1,1
30439,0.6831964696412856,0.6300943960747598,1,1
23160,0.7329424843040605,0.6300717243661578,1,1
16306,0.7339754095319213,0.6300351287538494,1,1
2943,0.8134054071548752,0.6299061826239529,1,1
24045,0.7615770422407374,0.6298505806090452,1,1
8796,0.5737799951066316,0.6297869258124379,1,1
26093,0.5681480680217321,0.6297373062177113,1,1
15492,0.6979236747217482,0.6296034294809044,1,1
30246,0.7628505685288574,0.6295270899319522,1,1
1482,0.7463879388557395,0.6290292805308871,1,1
4645,0.7479378076319184,0.6288353403705464,1,1
28645,0.6038342376733341,0.6285317761915842,1,1
16116,0.6382288480344891,0.6283304681037326,1,1
11239,0.6632989982389035,0.6282837991184985,1,1
8860,0.8212415749107874,0.6282764781820076,1,1
3660,0.7065111163783659,0.6282186962809831,1,1
28552,0.6684441472260924,0.6281454912130563,1,1
11601,0.9184383005336353,0.6281117305846619,1,1
28175,0.7738769402760358,0.6277646628873419,1,1
20663,0.7758457911453335,0.6276134596405335,1,1
25032,0.7779071529677243,0.627529130146499,1,1
13164,0.8043152123871495,0.6274778298611448,1,1
3612,0.7700000401555993,0.6273319948234586,1,1
22080,0.5899786152758074,0.6272830002653059,1,1
30748,0.7049427298451719,0.6272585268427303,1,1
16104,0.6400047584604638,0.6272089974076465,1,1
12298,0.7552773751925401,0.6271981937308643,1,1
5599,0.7981822931627776,0.6271757531091061,1,1
4963,0.5461068272403533,0.6271281605506811,1,1
18128,0.6386459649307225,0.6271098212616484,1,1
26741,0.8657097060820829,0.6270813357385134,1,1
27858,0.7016050526146144,0.6270705682895503,1,1
10727,0.5764563380267133,0.6270682384463783,1,1
30747,0.7888677430522479,0.6270326878950488,1,1
9676,0.7174622538290201,0.6269855973114099,1,1
14228,0.6597922125060254,0.626612438278884,1,1
24643,0.8505648877257355,0.6265891149040996,1,1
15302,0.7327760249423083,0.626328270719507,1,1
932,0.6950884273130288,0.6262205642177042,1,1
18557,0.7194093269276883,0.6260658241688448,1,1
2721,0.7785543972598635,0.6258637288149285,1,1
28493,0.49789626261945136,0.6258198693598676,1,1
3952,0.557600102105587,0.6254654516146164,1,1
7423,0.7449398555393094,0.6254365567334845,1,1
15952,0.6830550859972676,0.6253996699909488,1,1
21074,0.6467646541887321,0.6253343639782105,1,1
11873,0.7001228461587403,0.6253068809660606,1,1
27025,0.6786098033778213,0.625293776025995,1,1
26530,0.7967492386255234,0.6252276874350453,1,1
26342,0.679399800534177,0.6251910284494093,1,1
9305,0.6407966756169675,0.6250824902767265,1,1
18213,0.7085750131992471,0.6250597738712159,1,1
26313,0.9085037720894438,0.6250099510345782,1,1
14775,0.7349764780771426,0.6249510052525236,1,1
30418,0.6482557721012016,0.624943705288769,1,1
20883,0.6116426562226777,0.6247648651800843,1,1
14260,0.7552760926746701,0.6247311471516057,1,1
28733,0.7474315732852066,0.6247063299214097,1,1
26516,0.7723744092631706,0.6246877392825251,1,1
15180,0.6467808581298018,0.6246613693017845,1,1
1680,0.6528502155018917,0.6246018344669084,1,1
29430,0.7618464475492114,0.624577897920717,1,1
10802,0.7666927117188852,0.6245757285066361,1,1
5060,0.782003187049768,0.6244936176661863,1,1
11013,0.7735093867340305,0.6244841356392239,1,1
2762,0.7882752326509854,0.624450348886267,1,1
17706,0.8537599703109013,0.624251288419204,1,1
7505,0.4789960017078478,0.6242030852724793,1,1
19236,0.8502418873190077,0.6240963607965392,1,1
24453,0.7386110337990236,0.6240418634702352,1,1
7871,0.591037084776091,0.6239680334873166,1,1
4467,0.7181837655039169,0.6236429513211397,1,1
30354,0.7848710679715387,0.6235968133939458,1,1
3155,0.6383604757583355,0.6234504554585064,1,1
20030,0.6774217038852075,0.6233914222467254,1,1
11564,0.7166121352866457,0.6233251437692043,1,1
23186,0.7578786646834875,0.6233051007010247,1,1
2946,0.738856181439691,0.6232512869725856,1,1
26242,0.7052129333414203,0.6231857279692389,1,1
2164,0.7757718118023197,0.62308229599252,1,1
25886,0.7456040199000813,0.6228788684303985,1,1
2494,0.7051507985052894,0.6228036044645604,1,1
4663,0.631447944686932,0.6227390430710549,1,1
12052,0.7238377693421452,0.622732903427518,1,1
30650,0.8224201378317658,0.6226507415180592,1,1
17186,0.5296926562423865,0.6226010159861288,1,1
26227,0.6963225261510946,0.6225858588026504,1,1
18576,0.682795847107174,0.6224651564260332,1,1
29560,0.7635087114131872,0.6224486875652105,1,1
9481,0.6667681186565726,0.6223710763531113,1,1
7235,0.7086193722937852,0.6220553552242024,1,1
18293,0.7651305246932022,0.6220259507110888,1,1
9883,0.763634962490543,0.621966790895931,1,1
16791,0.7417966238349014,0.6218563506551594,1,1
24006,0.7138742273948829,0.6215896708500572,1,1
26822,0.6057111511042903,0.6214873402082197,1,1
11500,0.5772954753891514,0.621215573485643,1,1
4540,0.5875700512702405,0.6211654821661368,1,1
16849,0.6163476881500296,0.6211552758289721,1,1
2026,0.6840081628572664,0.6209648035037982,1,1
14826,0.7692671535705508,0.6206562009104585,1,1
26523,0.7728498700731138,0.6206192935199593,1,1
5893,0.8153339379026187,0.6205668944277584,1,1
8658,0.750146276764497,0.620551424365247,1,1
26020,0.8431043189574835,0.6205129337368546,1,1
18578,0.7242368362849169,0.6203605527411729,1,1
7994,0.7878883146981207,0.6203436997435418,1,1
7268,0.5552251086342544,0.6203200277229324,1,1
25882,0.6876804425764014,0.6200983675522592,1,1
11257,0.7309182080867125,0.6200915875154576,1,1
624,0.6947862401923928,0.6200114288760413,1,1
14420,0.7291133710854679,0.6199767533634641,1,1
28191,0.771332039888083,0.6199635915886248,1,1
11377,0.7676803649699071,0.619946360701562,1,1
8152,0.7134384965991376,0.6198850978237381,1,1
28785,0.7422725411256058,0.6198769463182636,1,1
4092,0.804260526199243,0.6198178340907132,1,1
30368,0.6215555866474448,0.619763149768756,1,1
710,0.7049894367833995,0.6196426038653458,1,1
4882,0.7192754584542713,0.6195629718521097,1,1
18011,0.6766396187637228,0.6194099001816388,1,1
1805,0.677411728335777,0.6194051931932484,1,1
3141,0.5665057223843598,0.6191202317655881,1,1
17924,0.7691465396809986,0.6190447436319145,1,1
4621,0.5865021259973215,0.619043084526696,1,1
26034,0.7019156608308084,0.6189993342748398,1,1
6806,0.695091060952555,0.6189078836250949,1,1
22059,0.8040534063483525,0.618888914749719,1,1
19676,0.6507984182939057,0.6186853756085715,1,1
16636,0.609828932904901,0.618673813979813,1,1
27897,0.640104487220362,0.6185993505451297,1,1
28219,0.8731103778846651,0.6185183260982845,1,1
25421,0.6590323530976572,0.6185129727591423,1,1
8205,0.6249333003463686,0.6183097115835275,1,1
18122,0.7059841469870987,0.61824100154404,1,1
15164,0.8603676060982839,0.6182400154287199,1,1
27748,0.6957931346821551,0.6182115440684632,1,1
2458,0.7033080054457511,0.6181750661625576,1,1
20005,0.6488468902070706,0.6181719068405925,1,1
25744,0.7272127457045012,0.618130876880869,1,1
20860,0.6703992765715642,0.6181190539565177,1,1
21382,0.7209112211049092,0.6181118795966271,1,1
27794,0.7262775425098456,0.6181010617282986,1,1
17062,0.6030397588938534,0.6179557078042702,1,1
16507,0.6060387834380212,0.6179446607230407,1,1
2429,0.7167070820630882,0.617874384570555,1,1
4337,0.7183209592462383,0.6178055456975058,1,1
30524,0.7421422058796975,0.6176472592298093,1,1
26606,0.7907915023335971,0.6176434486535543,1,1
27111,0.6391571412059679,0.6175820236834438,1,1
15428,0.75011123919962,0.6174161883902466,1,1
6324,0.7270810613212055,0.617283768048954,1,1
9128,0.7514043213472877,0.6172415351282642,1,1
590,0.6083448172613548,0.6171709893824581,1,1
4260,0.8131922557900749,0.6171034913304542,1,1
10108,0.715369625726301,0.6170558700444237,1,1
25630,0.8168921312224809,0.6169439116616714,1,1
20750,0.7682113226414855,0.6169370975376955,1,1
23705,0.6742476112455886,0.6169181231995057,1,1
15936,0.6147981308977701,0.6168995793107462,1,1
11392,0.5943466737020239,0.6168336226604297,1,1
25695,0.7426124580512227,0.616741191474431,1,1
6537,0.6829639259653065,0.6167267409191621,1,1
26339,0.669749530437278,0.6166761612586659,1,1
24690,0.5991978869653949,0.6166241994927301,1,1
14841,0.7440106737216462,0.6165602330665609,1,1
5369,0.6046971678761426,0.6164532338708294,1,1
18158,0.7591505781667351,0.6162796204509958,1,1
15039,0.6880308191324727,0.6162369111115428,1,1
21497,0.7485859739583394,0.616234619554927,1,1
29753,0.7122624701070024,0.6160789552725192,1,1
25276,0.7217008277606839,0.6160765778023398,1,1
28809,0.7784797155278801,0.6159908787901525,1,1
19535,0.6807484140491095,0.6159684947811205,1,1
2065,0.6685799637693524,0.6159637977309076,1,1
24837,0.6481719564581837,0.6159015610327814,1,1
24524,0.7712066053808625,0.6157798259889025,1,1
22365,0.6795072873239592,0.6157629307685994,1,1
10120,0.5461265629415442,0.6156264150793029,1,1
27940,0.7180741990643312,0.6155877334869624,1,1
25897,0.6573402501885032,0.6153525821647012,1,1
23916,0.6818258387595603,0.615258569973935,1,1
11091,0.5567962536999721,0.6152274048270945,1,1
5489,0.62350916605403,0.6151711802130493,1,1
28323,0.7594352371567643,0.6151452370099866,1,1
28835,0.6832764277695815,0.615086888631254,1,1
20418,0.7291143844462673,0.6150861920084344,1,1
22460,0.6872531710651221,0.6150819272784207,1,1
6782,0.7188335320198196,0.6150780830397004,1,1
28783,0.6498621915725832,0.6150272782097523,1,1
1411,0.667038904643318,0.6149962830871691,1,1
5641,0.6810236412148427,0.6149326965457859,1,1
4250,0.7018331793675158,0.6149294631453931,1,1
11339,0.6790503925158647,0.6147137277091953,1,1
10416,0.618352960321598,0.614654552182214,1,1
25743,0.7395549740475306,0.6146448133268018,1,1
18131,0.7152416949853256,0.6145921193121592,1,1
13806,0.696129379114458,0.6145653728902185,1,1
3692,0.5473291149000697,0.6144896699120739,1,1
11626,0.8063173874910917,0.6143186845879045,1,1
31090,0.5792312951309398,0.6143013015845262,1,1
27425,0.5530211209722191,0.6142356531571133,1,1
27658,0.6540471532225979,0.6142083772019193,1,1
6156,0.7287418028708808,0.6141431055174703,1,1
3391,0.7041939079893927,0.614102745349816,1,1
29592,0.7019173341943509,0.6140994952035649,1,1
18271,0.6601276910722084,0.6140745970774464,1,1
23266,0.747139602849613,0.6140578364226544,1,1
6078,0.6979468216208502,0.6140573977418267,1,1
29028,0.6691958045946469,0.6140363885276183,1,1
26295,0.691419278388438,0.6140248704342859,1,1
7514,0.606886884336615,0.6139157475839755,1,1
6528,0.6632213770436225,0.6137642145223683,1,1
20182,0.7145450387410717,0.6137164664270652,1,1
4595,0.7187001308633094,0.6136615013597821,1,1
10041,0.6893266283269933,0.6135384020142918,1,1
14888,0.6625720046349641,0.6134949167259255,1,1
7557,0.6885890341589851,0.613463494055879,1,1
23288,0.6638936759718067,0.6134187886510515,1,1
30069,0.8037233520238146,0.6133698135979745,1,1
31062,0.7330894663003875,0.6133535966552821,1,1
14358,0.5935853397189286,0.6133168374067509,1,1
23589,0.6243350245616358,0.6132637994849442,1,1
23775,0.5977689417670728,0.6132464558542894,1,1
31105,0.6673587231902613,0.6132422972986091,1,1
10725,0.6592128623812658,0.6131691975852359,1,1
12883,0.7504336202474201,0.6130742264696267,1,1
19308,0.6158942189199765,0.6129952412720127,1,1
18264,0.6578142355667329,0.6129601373764344,1,1
25384,0.6748582197415239,0.6129399778929127,1,1
25965,0.6274852323723088,0.6129163044971693,1,1
29714,0.6437089777607331,0.612842036391062,1,1
21201,0.6948451167801174,0.6128026697534795,1,1
5007,0.6908421274364223,0.612780258310829,1,1
5327,0.634195635031723,0.6126821463974526,1,1
24480,0.7724300784116926,0.6125506086597945,1,1
5134,0.5781671541522166,0.6125488846701314,1,1
17840,0.6748565383066557,0.6125317711716737,1,1
7769,0.6573276887775473,0.6124997907189499,1,1
19540,0.6017009960550072,0.6124652214097123,1,1
27343,0.6604941128554455,0.6124565985848973,1,1
4602,0.5596097203897288,0.612296851334898,1,1
8874,0.7251974880448092,0.6122682462507354,1,1
11010,0.6057257751140449,0.6122154023378582,1,1
11716,0.6738343675661269,0.6121649408867468,1,1
25756,0.7136803775527503,0.6121388356684365,1,1
21359,0.6547300956994807,0.6121320914759701,1,1
9392,0.7264826290923765,0.6120762804452098,1,1
5796,0.6287339637921878,0.6118595845872765,1,1
24775,0.6473047630665211,0.6117914275310475,1,1
26189,0.6143992739722179,0.6116804899860039,1,1
13286,0.5600441155774682,0.611623899749998,1,1
12981,0.7497676782391139,0.6114309151324144,1,1
10398,0.691708708253173,0.6113416785921632,1,1
9366,0.7389721463901187,0.6111840745525343,1,1
18314,0.6616984102672352,0.6111726794569727,1,1
15346,0.7764643555667481,0.6111044676292607,1,1
14280,0.6089623604677997,0.6110796651599761,1,1
31056,0.7535761130990271,0.611065042035448,1,1
6722,0.6982677637852152,0.6110537520910146,1,1
21353,0.6122146501623227,0.6109187547164727,1,1
1134,0.7031946295935704,0.6106808376591325,1,1
1713,0.727967093872465,0.6106425218940731,1,1
27828,0.7193532185371994,0.6106421513426484,1,1
12846,0.756843430237444,0.6106419353495258,1,1
30499,0.6390593874892143,0.6106227530243679,1,1
11460,0.6739891265579442,0.6106016260197576,1,1
27480,0.6025454444579184,0.610586971441413,1,1
13361,0.6381762361935002,0.6104310012044629,1,1
2627,0.7324520866293107,0.6103778783279331,1,1
22713,0.6876562234374181,0.610264844734511,1,1
8501,0.707564159589407,0.6102473308319921,1,1
5901,0.7390243961342045,0.6102290246936853,1,1
22099,0.712997257902034,0.6101914595436135,1,1
1321,0.5106622931498359,0.6100552026006129,1,1
5337,0.6197215609332789,0.6099654030521588,1,1
30541,0.7359424663318657,0.609965308953677,1,1
16012,0.6580191027216317,0.6099036347875344,1,1
8932,0.6887154868764678,0.609664614934028,1,1
6558,0.6255775602543454,0.6095922219818763,1,1
14637,0.65681703998622,0.6095309992620782,1,1
24660,0.6467292344915119,0.6092542783545302,1,1
18519,0.7172992258520969,0.6092187743229892,1,1
1941,0.6409130645483258,0.6091073072359968,1,1
20240,0.6010883304139496,0.609096668811624,1,1
7340,0.6972058837763915,0.6090626157604828,1,1
9347,0.6636360901089796,0.6090348467612248,1,1
2974,0.6648899813348876,0.6090240623156422,1,1
17459,0.7246837750890007,0.6090164731722484,1,1
29605,0.691353333194381,0.6089753774163057,1,1
17040,0.6720026026000308,0.6089675783757709,1,1
14717,0.7177737997929232,0.6088869745618581,1,1
